time_index,tx_controls_3,wind_x,gps_sat_count_0,tx_controls_6,servos_6,mode_1,acceleration_x,acceleration_y,tx_controls_7,tx_controls_0,tx_controls_4,global_position_longitude,servos_2,magnetometer_1,axis_rate_yaw,axis_rate_pitch,servos_3,velocity_z,altitude_baro,mode_2,servos_7,velocity_x,rpm_0,tx_controls_1,attitude_yaw,time_actual,wind_y,magnetometer_2,mode_0,global_position_latitude,rpm_1,tx_controls_5,attitude_roll,magnetometer_0,servos_5,position_y,acceleration_z,airspeed_0,tx_controls_2,position_x,position_z,time_flight,servos_1,velocity_y,altitude_gps,servos_4,servos_0,axis_rate_roll,attitude_pitch,current_0,battery_0,current_1,current_3,battery_1,current_2,airspeed_1
0.0,1602.0,0.0,16.0,0.0,0.0,1.0,1.6252994537353516,0.37633216381073,0.0,1498.0,0.0,-2.7912426,0.0,-80.0,2.8195510964142288e-05,2.7536029525839317e-06,0.0,0.0,0.3332323729991913,3.0,0.0,0.0,438.1609230041504,1568.0,0.0,7.398349,0.0,427.0,1.0,51.4594472,-14.0,0.0,-0.009948376736367679,-224.0,0.0,0.0,-9.663856506347656,0.0,0.0,0.0,0.0,7.41763,0.0,0.0,14.780000000000001,0.0,0.0,-0.0002718640145131553,-0.04886921905584123,,,,,,,
0.09997999999999951,1602.0,0.0,16.0,0.0,0.0,1.0,1.6142414808273315,0.49124982953071594,0.0,1498.0,0.0,-2.7912426,0.0,-82.0,-4.327339616143911e-06,1.532537639518751e-05,0.0,0.0,0.31411248445510864,3.0,0.0,0.0,438.1609230041504,1568.0,0.0,7.477779,0.0,427.0,1.0,51.4594472,-14.0,0.0,-0.009948376736367679,-224.0,0.0,0.0,-9.65213394165039,0.0,0.0,0.0,0.0,7.5176099999999995,0.0,0.0,14.780000000000001,0.0,0.0,0.00020058487529216884,-0.04886921905584123,,,,,,,
0.1999740000000001,1602.0,0.0,16.0,0.0,0.0,1.0,1.6039586067199707,0.28164055943489075,0.0,1498.0,0.0,-2.7912425,0.0,-79.0,1.781184441100526e-05,-9.451645508497252e-06,0.0,0.0,0.30318683385849,3.0,0.0,0.0,438.1609230041504,1568.0,0.0,7.598528,0.0,426.0,1.0,51.4594473,-14.0,0.0,-0.009948376736367679,-223.0,0.0,0.0,-9.695050239562988,0.0,0.0,0.0,0.0,7.617604,0.0,0.0,14.88,0.0,0.0,-8.759220374147586e-05,-0.04886921905584123,,,,,,,
0.3000239999999996,1602.0,0.0,16.0,0.0,0.0,1.0,1.6343055963516235,0.5210782289505005,0.0,1498.0,0.0,-2.7912425,0.0,-80.0,-1.0012568936701595e-05,3.6558557731307034e-07,0.0,0.0,0.2895297706127167,3.0,0.0,0.0,438.1609230041504,1568.0,0.0,7.677667,0.0,426.0,1.0,51.4594473,-14.0,0.0,-0.009948376736367679,-220.0,0.0,0.0,-9.641749382019043,0.0,0.0,0.0,0.0,7.717654,0.0,0.0,14.88,0.0,0.0,0.00016494079501759787,-0.04886921905584123,,,,,,,
0.39998999999999985,1602.0,0.0,16.0,0.0,0.0,1.0,1.6080412864685059,0.24178627133369446,0.0,1498.0,0.0,-2.7912426,0.0,-79.0,7.352047702614701e-06,-2.7269679383667744e-06,0.0,0.0,0.2430957406759262,3.0,0.0,0.0,438.1609230041504,1568.0,0.0,7.798194,0.0,426.0,1.0,51.4594479,-14.0,0.0,-0.009948376736367679,-220.0,0.0,0.0,-9.701918601989746,0.0,0.0,0.0,0.0,7.81762,0.0,0.0,14.950000000000001,0.0,0.0,-0.00015415185545622918,-0.04886921905584123,,,,,,,
0.49997699999999945,1602.0,0.0,16.0,0.0,0.0,1.0,1.6180176734924316,0.5359107255935669,0.0,1498.0,0.0,-2.7912426,0.0,-79.0,-2.9692485065154054e-06,-3.972417403637707e-06,0.0,0.0,0.3086496591567993,3.0,0.0,0.0,437.47084045410156,1568.0,0.0,7.878422,0.0,425.0,1.0,51.4594479,-14.0,0.0,-0.009948376736367679,-220.0,0.0,0.0,-9.669862747192383,0.0,0.0,0.0,0.0,7.917606999999999,0.0,0.0,14.950000000000001,0.0,0.0,1.3979650245053643e-05,-0.04886921905584123,,,,,,,
0.6000079999999999,1602.0,0.0,16.0,0.0,0.0,1.0,1.616648554801941,0.27548110485076904,0.0,1498.0,0.0,-2.7912425,0.0,-79.0,1.4751020534452561e-05,-2.281171235811394e-05,0.0,0.0,0.21305020153522491,3.0,0.0,0.0,437.47084045410156,1568.0,0.0,7.998234,0.0,424.0,1.0,51.459448599999995,-14.0,0.0,-0.009948376736367679,-221.0,0.0,0.0,-9.696109771728516,0.0,0.0,0.0,0.0,8.017638,0.0,0.0,14.96,0.0,0.0,5.615899092992881e-05,-0.04886921905584123,,,,,,,
0.7001540000000004,1602.0,0.0,16.0,0.0,0.0,1.0,1.6144359111785889,0.5019928812980652,0.0,1498.0,0.0,-2.7912425,0.0,-81.0,4.20463279062638e-06,-6.594693489105093e-06,0.0,0.0,0.3386951982975006,3.0,0.0,0.0,437.33689880371094,1568.0,0.0,8.077698,0.0,428.0,1.0,51.459448599999995,-14.0,0.0,-0.009948376736367679,-223.0,0.0,0.0,-9.659271240234375,0.0,0.0,0.0,0.0,8.117784,0.0,0.0,14.96,0.0,0.0,-8.186044194297116e-05,-0.04886921905584123,,,,,,,
0.7999619999999998,1602.0,0.0,16.0,0.0,0.0,1.0,1.628730297088623,0.3677458167076111,0.0,1498.0,0.0,-2.7912426,0.0,-81.0,-5.85985246732854e-06,6.7174638093309256e-06,0.0,0.0,0.3332323729991913,3.0,0.0,0.0,437.47084045410156,1568.0,0.0,8.198209,0.0,425.0,1.0,51.459449299999996,-14.0,0.0,-0.009948376736367679,-224.0,0.0,0.0,-9.672602653503418,0.0,0.0,0.0,0.0,8.217592,0.0,0.0,14.950000000000001,0.0,0.0,0.00015112018530198256,-0.04886921905584123,,,,,,,
0.8999699999999988,1602.0,0.0,16.0,0.0,0.0,1.0,1.6082981824874878,0.4504486918449402,0.0,1498.0,0.0,-2.7912426,0.0,-80.0,1.573926131769551e-05,1.0225649050438854e-05,0.0,0.0,0.2813355326652527,3.0,0.0,0.0,437.33689880371094,1568.0,0.0,8.277652999999999,0.0,425.0,1.0,51.459449299999996,-14.0,0.0,-0.009948376736367679,-224.0,0.0,0.0,-9.660016059875488,0.0,0.0,0.0,0.0,8.317599999999999,0.0,0.0,14.950000000000001,0.0,0.0,-6.717242746154503e-05,-0.04886921905584123,,,,,,,
