time_index,acceleration_z,servos_1,servos_6,position_y,airspeed_0,axis_rate_roll,acceleration_y,tx_controls_2,position_z,velocity_y,tx_controls_0,servos_2,attitude_pitch,wind_x,mode_0,acceleration_x,wind_y,tx_controls_6,servos_3,time_actual,servos_0,velocity_z,servos_5,tx_controls_3,tx_controls_5,axis_rate_yaw,servos_7,attitude_roll,velocity_x,servos_4,mode_2,altitude_baro,axis_rate_pitch,position_x,time_flight,tx_controls_4,attitude_yaw,tx_controls_1,mode_1,tx_controls_7,current_0,current_1,magnetometer_0,rpm_1,global_position_latitude,airspeed_1,magnetometer_2,battery_1,rpm_0,current_2,magnetometer_1,current_3,battery_0,altitude_gps,gps_sat_count_0,global_position_longitude
0.0,-9.566842079162598,0.0,0.0,,0.0,5.6794498798207794e-05,0.18614068627357483,1490.0,,,1020.0,0.0,,,0.0,2.1482348442077637,,1500.0,0.0,,0.0,,0.0,1603.0,1500.0,-1.5476874515216115e-06,0.0,,,0.0,0.0,0.045085884630680084,-2.5318558619592814e-05,,3.919381,1417.0,,1568.0,0.0,1501.0,,,,,,,,,,,,,,,,
0.1001780000000001,-9.728073120117188,0.0,0.0,,0.0,-0.00010486068380488931,0.1821531355381012,1490.0,,,1019.0,0.0,,,0.0,2.1767635345458984,,1500.0,0.0,,0.0,,0.0,1602.0,1500.0,-9.102900061214621e-06,0.0,,,0.0,0.0,-0.010692709125578403,3.28715965355265e-05,,4.019559,1418.0,,1569.0,0.0,1500.0,,,,,,,,,,,,,,,,
0.20019699999999974,-9.540703773498535,0.0,0.0,,0.0,-9.765287830101736e-05,0.0940178632736206,1491.0,,,1020.0,0.0,,,5.0,2.1663060188293457,,1500.0,0.0,,0.0,,0.0,1602.0,1500.0,1.3234658197271507e-05,0.0,,,0.0,1.0,-0.05346354469656944,1.5651082914552346e-05,,4.119578,1418.0,,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
0.3002259999999999,-9.540474891662598,0.0,0.0,,0.0,3.454672510500602e-05,0.06977750360965729,1491.0,,,1019.0,0.0,,,5.0,2.1514296531677246,,1500.0,0.0,,0.0,,0.0,1602.0,1500.0,3.1757383774886323e-06,0.0,,,0.0,1.0,-0.10158073902130127,-1.182880541563797e-07,,4.219607,1418.0,,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
0.40020500000000014,-9.609001159667969,0.0,0.0,,0.0,5.61930850484984e-05,0.15220923721790314,1490.0,,,1020.0,0.0,,,5.0,2.1757450103759766,,1500.0,0.0,,0.0,,0.0,1603.0,1501.0,-2.1058807342584046e-05,0.0,,,0.0,1.0,-0.08019531518220901,1.3953948603048517e-05,,4.319586,1417.0,,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
0.5001829999999994,-9.584708213806152,0.0,0.0,,0.0,-2.6046971945058587e-05,0.18907709419727325,1491.0,,,1020.0,0.0,,,5.0,2.1671977043151855,,1500.0,0.0,,0.0,,0.0,1602.0,1500.0,1.148213211816076e-05,0.0,,,0.0,1.0,-0.11761979758739471,-2.5910201803588766e-06,,4.419563999999999,1418.0,,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
0.6001850000000002,-9.550325393676758,0.0,0.0,,0.0,-7.56669019254231e-05,0.12824736535549164,1491.0,,,1020.0,0.0,,,5.0,2.160036087036133,,1500.0,0.0,,0.0,,0.0,1602.0,1500.0,-1.5748526465530866e-06,0.0,,,0.0,1.0,0.024058595299720764,2.0442954388249222e-06,,4.519566,1418.0,,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
0.7002009999999994,-9.526387214660645,0.0,0.0,,0.0,-6.726821913419237e-06,0.08567552268505096,1491.0,,,1020.0,0.0,,,5.0,2.1632614135742188,,1500.0,0.0,,0.0,,0.0,1602.0,1501.0,-5.779008464930706e-06,0.0,,,0.0,1.0,-0.17108334600925446,-3.8033289636000777e-06,,4.619581999999999,1417.0,,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
0.800189,-9.585625648498535,0.0,0.0,,0.0,4.887103783361967e-05,0.12200981378555298,1490.0,,,1020.0,0.0,,,5.0,2.1627490520477295,,1501.0,0.0,,0.0,,0.0,1603.0,1500.0,-1.1123321743697004e-06,0.0,,,0.0,1.0,0.11761979758739471,3.6350243022417222e-06,,4.71957,1417.0,,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
0.900204,-9.588889122009277,0.0,0.0,,0.0,8.089409718289657e-06,0.15345637500286102,1491.0,,,1020.0,0.0,,,5.0,2.1648995876312256,,1500.0,0.0,,0.0,,0.0,1602.0,1500.0,-2.1414494539335867e-06,0.0,,,0.0,1.0,0.17642970383167267,-4.7795001647314035e-06,,4.819585,1418.0,,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
1.000225,-9.588338851928711,0.0,0.0,0.0,0.0,-3.601628320688852e-05,0.1540629267692566,1490.0,0.0,0.0,1019.0,0.0,-0.05305800926062762,0.0,5.0,2.156923294067383,0.0,1500.0,0.0,4.899907,0.0,0.0,0.0,1603.0,1500.0,6.602903100909647e-06,0.0,0.008028514559173916,0.0,0.0,1.0,-0.010692709125578403,5.8705969148779084e-08,0.0,4.919606,1417.0,0.0,1569.0,5.0,1501.0,,,,,,,,,,,,,,,,
1.100209,-9.549531936645508,0.0,0.0,0.0,0.0,-3.893594260019926e-05,0.11772920191287994,1491.0,0.0,0.0,1019.0,0.0,-0.05305800926062762,0.0,5.0,2.158500909805298,0.0,1500.0,0.0,4.979829,0.0,0.0,0.0,1602.0,1500.0,2.3902808981271025e-06,0.0,0.008028514559173916,0.0,0.0,1.0,0.021385418251156807,1.3970739397690605e-06,0.0,5.01959,1418.0,0.0,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
1.2002190000000001,-9.546545028686523,0.0,0.0,0.0,0.0,2.1844993741196878e-05,0.10371537506580353,1491.0,0.0,0.0,1019.0,0.0,-0.05305800926062762,0.0,5.0,2.1457338333129883,0.0,1500.0,0.0,5.1006409999999995,0.0,0.0,0.0,1602.0,1500.0,1.3466042057560264e-05,0.0,0.008028514559173916,0.0,0.0,1.0,0.155044287443161,-2.349510437969026e-06,0.0,5.1196,1418.0,0.0,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
1.300253,-9.56867790222168,0.0,0.0,0.0,0.0,2.1866988308152524e-05,0.12997841835021973,1491.0,0.0,0.0,1020.0,0.0,-0.05305800926062762,0.0,5.0,2.170612335205078,0.0,1500.0,0.0,5.17997,0.0,0.0,0.0,1602.0,1500.0,-1.1549821540871518e-05,0.0,0.008028514559173916,0.0,0.0,1.0,0.17375652492046356,-4.393969375667825e-07,0.0,5.219634,1418.0,0.0,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
1.4002009999999996,-9.578128814697266,0.0,0.0,0.0,0.0,-2.236730425943123e-05,0.15942484140396118,1491.0,0.0,0.0,1020.0,0.0,-0.05305800926062762,0.0,5.0,2.1531357765197754,0.0,1500.0,0.0,5.299945999999999,0.0,0.0,0.0,1602.0,1500.0,-1.8863463072286458e-05,0.0,0.008028514559173916,0.0,0.0,1.0,0.0374244824051857,-1.3332608690001106e-05,0.0,5.319582,1418.0,0.0,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
1.5002219999999995,-9.541374206542969,0.0,0.0,0.0,0.0,-3.381263484466042e-05,0.12276481091976166,1491.0,0.0,0.0,1020.0,0.0,-0.05305800926062762,0.0,5.0,2.1692609786987305,0.0,1500.0,0.0,5.3799459999999995,0.0,0.0,0.0,1602.0,1500.0,1.0265790151048246e-06,0.0,0.008028514559173916,0.0,0.0,1.0,0.21652735769748688,-5.497961075639162e-06,0.0,5.4196029999999995,1418.0,0.0,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
1.6002429999999994,-9.547757148742676,0.0,0.0,0.0,0.0,-2.2490833976368345e-06,0.11499282717704773,1491.0,0.0,0.0,1019.0,0.0,-0.05305800926062762,0.0,5.0,2.1609385013580322,0.0,1500.0,0.0,5.499950999999999,0.0,0.0,0.0,1603.0,1500.0,-4.830346219181599e-06,0.0,0.008028514559173916,0.0,0.0,1.0,0.01336588617414236,1.6752424789862136e-06,0.0,5.519623999999999,1417.0,0.0,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
1.7002389999999994,-9.551071166992188,0.0,0.0,0.0,0.0,2.311646054416261e-05,0.12141527235507965,1490.0,0.0,0.0,1020.0,0.0,-0.05305800926062762,0.0,5.0,2.159336805343628,0.0,1501.0,0.0,5.580584,0.0,0.0,0.0,1603.0,1500.0,-2.362436436706218e-06,0.0,0.008028514559173916,0.0,0.0,1.0,0.16841016709804535,2.0839701073071307e-06,0.0,5.619619999999999,1417.0,0.0,1568.0,5.0,1500.0,,,,,,,,,,,,,,,,
